# File generated by CMD 3.6 (http://stev.oapd.inaf.it/cmd) on Tue Dec  7 08:01:04 CET 2021
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: SDSS <i>ugriz</i>
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  umag    gmag    rmag    imag    zmag
0.00024632 -1.80000 10.07918 0.0900000036 1.0816895962    0.090 -3.197  3.4849  5.480    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.85e-17      0.00 7.483e-01 2.514e-01 4.823e-05 1.301e-05 1.180e-04 -1.000 2.681e-04 12.762 20.722 16.229 14.138 12.796 12.124
0.00024632 -1.80000 10.07918 0.0963150933 1.1395664215    0.096 -2.964  3.5190  5.414    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.65e-17      0.00 7.467e-01 2.530e-01 4.823e-05 1.301e-05 1.180e-04 -1.000 2.682e-04 12.180 18.634 14.989 13.086 12.145 11.622
0.00024632 -1.80000 10.07918 0.1000000015 1.1711064577    0.100 -2.835  3.5378  5.377    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.19e-16      0.00 7.458e-01 2.540e-01 4.823e-05 1.301e-05 1.180e-04 -1.000 2.681e-04 11.858 17.607 14.339 12.570 11.786 11.332
0.00024632 -1.80000 10.07918 0.1199999973 1.3193154335    0.120 -2.543  3.5687  5.286    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.37e-16      0.00 7.427e-01 2.571e-01 4.823e-05 1.301e-05 1.180e-04 -1.000 2.683e-04 11.126 15.857 13.114 11.597 10.997 10.643
0.00024632 -1.80000 10.07918 0.1400000006 1.4384527206    0.140 -2.359  3.5835  5.229    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.57e-16      0.00 7.405e-01 2.592e-01 4.823e-05 1.301e-05 1.180e-04 -1.000 2.683e-04 10.667 14.978 12.445 11.056 10.516 10.200
0.00024632 -1.80000 10.07918 0.1599999964 1.5372931957    0.160 -2.215  3.5932  5.182    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.91e-16      0.00 7.391e-01 2.606e-01 4.823e-05 1.301e-05 1.180e-04 -1.000 2.682e-04 10.307 14.360 11.957 10.652 10.145 9.849
0.00024632 -1.80000 10.07918 0.2000000179 1.6938792467    0.200 -1.994  3.6056  5.107    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.96e-16      0.00 7.382e-01 2.615e-01 4.823e-05 1.301e-05 1.180e-04 -1.000 2.682e-04 9.755 13.507 11.252 10.049 9.580 9.308
0.00024632 -1.80000 10.07918 0.2500000000 1.8403258324    0.250 -1.792  3.6166  5.047    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.84e-16      0.00 7.384e-01 2.613e-01 4.822e-05 1.301e-05 1.180e-04 -1.000 2.681e-04 9.251 12.755 10.622 9.501 9.064 8.813
0.00024632 -1.80000 10.07918 0.3000000417 1.9529141188    0.300 -1.638  3.6256  5.007    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.66e-15      0.00 7.385e-01 2.612e-01 4.821e-05 1.301e-05 1.180e-04 -1.000 2.682e-04 8.864 12.179 10.137 9.080 8.668 8.433
0.00024632 -1.80000 10.07918 0.3499999940 2.0434174538    0.350 -1.511  3.6337  4.980    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -2.12e-15      0.00 7.383e-01 2.614e-01 4.819e-05 1.301e-05 1.180e-04 -1.000 2.682e-04 8.548 11.699 9.737 8.735 8.344 8.124
0.00024632 -1.80000 10.07918 0.4000000060 2.1185026169    0.400 -1.380  3.6434  4.946    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.79e-15      0.00 7.503e-01 2.494e-01 4.823e-05 1.301e-05 1.180e-04 -1.000 2.682e-04 8.220 11.183 9.316 8.374 8.009 7.806
0.00024632 -1.80000 10.07918 0.4500000477 2.1822810173    0.450 -1.219  3.6597  4.901    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.01e-15      0.00 7.506e-01 2.491e-01 4.823e-05 1.301e-05 1.180e-04 -1.000 2.682e-04 7.818 10.473 8.768 7.921 7.596 7.419
0.00024632 -1.80000 10.07918 0.5000000000 2.2374541759    0.500 -1.039  3.6799  4.848    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.12e-15      0.00 7.506e-01 2.491e-01 4.823e-05 1.301e-05 1.180e-04 -1.000 2.682e-04 7.367 9.649 8.156 7.420 7.140 6.995
0.00024632 -1.80000 10.07918 0.5500000715 2.2836585045    0.550 -0.831  3.7016  4.767    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.03e-14      0.00 7.848e-01 2.151e-01 4.204e-05 1.135e-05 1.030e-04 -1.000 1.689e-04 6.847 8.772 7.496 6.860 6.623 6.508
0.00024632 -1.80000 10.07918 0.6000000238 2.3211214542    0.600 -0.621  3.7277  4.700    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.73e-14      0.00 7.968e-01 2.030e-01 3.998e-05 1.080e-05 9.805e-05 -1.000 2.031e-04 6.322 7.899 6.841 6.311 6.119 6.038
0.00024632 -1.80000 10.07918 0.6089506149 2.3270854950    0.609 -0.582  3.7331  4.688    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -1.91e-14      0.00 7.994e-01 2.004e-01 3.954e-05 1.068e-05 9.700e-05 -1.000 2.179e-04 6.224 7.740 6.719 6.210 6.027 5.953
0.00024632 -1.80000 10.07918 0.6199615002 2.3341512680    0.620 -0.533  3.7397  4.673    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -2.15e-14      0.00 8.028e-01 1.970e-01 3.898e-05 1.053e-05 9.565e-05 -1.000 2.313e-04 6.102 7.547 6.570 6.085 5.914 5.847
0.00024632 -1.80000 10.07918 0.6306081414 2.3407144547    0.630 -0.485  3.7460  4.659    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -2.42e-14      0.00 8.062e-01 1.936e-01 3.841e-05 1.038e-05 9.429e-05 -1.000 2.400e-04 5.983 7.370 6.429 5.967 5.806 5.746
0.00024632 -1.80000 10.07918 0.6404981613 2.3465867043    0.640 -0.440  3.7517  4.644    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -1.31e-16      0.00 8.095e-01 1.902e-01 3.786e-05 1.023e-05 9.296e-05 -1.000 2.311e-04 5.871 7.206 6.297 5.856 5.705 5.653
0.00024632 -1.80000 10.07918 0.6496865749 2.3518586159    0.649 -0.399  3.7570  4.629    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1  -2.4e-14      0.00 8.128e-01 1.870e-01 3.732e-05 1.009e-05 9.170e-05 -1.000 2.029e-04 5.766 7.056 6.174 5.754 5.612 5.566
0.00024632 -1.80000 10.07918 0.6499999762 2.3520355225    0.650 -0.397  3.7572  4.628    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -3.02e-14      0.00 8.129e-01 1.869e-01 3.731e-05 1.009e-05 9.165e-05 -1.000 2.301e-04 5.762 7.050 6.169 5.750 5.608 5.562
0.00024632 -1.80000 10.07918 0.6562289596 2.3555090427    0.656 -0.368  3.7606  4.617    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -3.25e-14      0.00 8.156e-01 1.841e-01 3.685e-05 9.967e-06 9.057e-05 -1.000 2.455e-04 5.691 6.950 6.086 5.680 5.544 5.502
0.00024632 -1.80000 10.07918 0.6682724953 2.3620145321    0.668 -0.312  3.7670  4.595    1  0.000  0.542     0.00     0.00     0.00     0.00     0.00 -1 -3.77e-14      0.00 8.213e-01 1.785e-01 3.593e-05 9.720e-06 8.836e-05 -1.000 2.367e-04 5.550 6.764 5.926 5.543 5.418 5.383
0.00024632 -1.80000 10.07918 0.6793373227 2.3677580357    0.679 -0.259  3.7728  4.572    1  0.000  0.542     0.00     0.00     0.00     0.00     0.00 -1 -3.35e-14      0.00 8.268e-01 1.730e-01 3.502e-05 9.478e-06 8.618e-05 -1.000 2.106e-04 5.417 6.595 5.777 5.415 5.299 5.271
0.00024632 -1.80000 10.07918 0.6898880601 2.3730380535    0.690 -0.206  3.7782  4.548    1  0.000  0.541     0.00     0.00     0.00     0.00     0.00 -1 -1.31e-14      0.00 8.325e-01 1.673e-01 3.409e-05 9.231e-06 8.397e-05 -1.000 1.623e-04 5.286 6.432 5.632 5.288 5.181 5.160
0.00024632 -1.80000 10.07918 0.6997186542 2.3777930737    0.699 -0.156  3.7832  4.523    1  0.000  0.541     0.00     0.00     0.00     0.00     0.00 -1 -4.69e-14      0.00 8.381e-01 1.617e-01 3.317e-05 8.987e-06 8.178e-05 -1.000 2.164e-04 5.160 6.281 5.492 5.167 5.068 5.052
0.00024632 -1.80000 10.07918 0.6999999881 2.3779268265    0.700 -0.154  3.7833  4.522    1  0.000  0.541     0.00     0.00     0.00     0.00     0.00 -1 -5.75e-14      0.00 8.382e-01 1.616e-01 3.315e-05 8.979e-06 8.171e-05 -1.000 2.188e-04 5.156 6.277 5.488 5.163 5.064 5.049
0.00024632 -1.80000 10.07918 0.7005033493 2.3781659603    0.700 -0.152  3.7835  4.521    1  0.000  0.541     0.00     0.00     0.00     0.00     0.00 -1 -5.79e-14      0.00 8.385e-01 1.613e-01 3.309e-05 8.966e-06 8.160e-05 -1.000 2.219e-04 5.150 6.269 5.481 5.157 5.059 5.043
0.00024632 -1.80000 10.07918 0.7101447582 2.3826711178    0.710 -0.100  3.7881  4.493    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.69e-14      0.00 8.441e-01 1.557e-01 3.210e-05 8.724e-06 7.946e-05 -1.000 2.066e-04 5.019 6.119 5.338 5.030 4.940 4.929
0.00024632 -1.80000 10.07918 0.7186081409 2.3865113258    0.718 -0.051  3.7921  4.466    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -7.67e-14      0.00 8.488e-01 1.510e-01 3.129e-05 8.528e-06 7.771e-05 -1.000 1.934e-04 4.898 5.984 5.206 4.913 4.829 4.823
0.00024632 -1.80000 10.07918 0.7269652486 2.3902025223    0.726 -0.001  3.7959  4.436    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -8.86e-14      0.00 8.531e-01 1.467e-01 3.056e-05 8.351e-06 7.617e-05 -1.000 1.544e-04 4.773 5.847 5.070 4.790 4.713 4.712
0.00024632 -1.80000 10.07918 0.7341433167 2.3932960033    0.734  0.045  3.7991  4.407    1  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1 -1.01e-13      0.00 8.564e-01 1.434e-01 3.001e-05 8.220e-06 7.502e-05 -1.000 1.525e-04 4.659 5.724 4.947 4.679 4.607 4.609
0.00024632 -1.80000 10.07918 0.7410976291 2.3962275982    0.741  0.091  3.8020  4.376    1  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1 -4.79e-14      0.00 8.593e-01 1.405e-01 2.953e-05 8.107e-06 7.404e-05 -1.000 1.851e-04 4.542 5.602 4.821 4.563 4.497 4.503
0.00024632 -1.80000 10.07918 0.7480527759 2.3990967274    0.747  0.141  3.8049  4.342    1  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1 -3.08e-14      0.00 8.619e-01 1.378e-01 2.911e-05 8.007e-06 7.317e-05 -1.000 2.202e-04 4.417 5.473 4.688 4.440 4.378 4.388
0.00024632 -1.80000 10.07918 0.7500000000 2.3998889923    0.749  0.156  3.8056  4.331    1  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1 -1.41e-13      0.00 8.626e-01 1.371e-01 2.900e-05 7.982e-06 7.295e-05 -1.000 2.227e-04 4.380 5.436 4.649 4.404 4.343 4.353
0.00024632 -1.80000 10.07918 0.7528932691 2.4010574818    0.752  0.178  3.8069  4.316    1  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1 -1.51e-13      0.00 8.630e-01 1.368e-01 2.898e-05 7.979e-06 7.294e-05 -1.000 2.181e-04 4.326 5.380 4.591 4.350 4.291 4.303
